market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated
stock,GOOGL,GOOGL Inc,11/08/2023,49201.067328316065,48757.33867478693,50084.79510512393,47033.0949687546,1744392.7198010655,118402137370.16687,AI,NYSE,Global,USDT,2023-08-11 21:00:00
stock,MSFT,MSFT Inc,2023-05-05,47771.154095657366,46946.09615100762,50046.06588430539,46532.49544661644,4811030.223635706,2376805987700.783,tech,NASDAQ,Global,usd,2023-05-05 03:00:00
crypto,BTC,BTC Coin,04-19-2024,21754.86 USD,22010.363011235124,22074.24405869761,21424.47185155932,529193.620196883,271240340754.82242,Crypto,BINANCE,US,USD,2024-04-19 16:00:00
stock,TSLA,TSLA Inc,09-26-2023,41249.097003733266,39080.0321097176,41916.636876305456,38066.511756671636,5967032.406417882,2453083991289.752,Artificial Intelligence,NYSE,Global,USDT,2023-09-26 00:00:00
stock,AMZN,AMZN Inc,2023-08-25,29628.395367549932,28430.146458991585,29710.60041870612,27012.232066637185,1012409.4281263676,869187448608.5702,AI,NASDAQ,Global,USD,2023-08-25 15:00:00
stock,TSLA,TSLA Inc,2023-11-29,48071.951306043025,47369.775843673335,49304.23720832479,45349.09529409277,5510762.49544889,2378829593490.4146,Automotive,NYSE,US,USD,2023-11-29 13:00:00
stock,AAPL,AAPL Inc,05-31-2024,30564.604416629514,33213.080373566474,33538.06793930954,30204.803575484177,236000.7257604221,442518157000.8607,AI,N/A,Global,USDT,2024-05-31 06:00:00
crypto,BTC,BTC Coin,2023-06-10,5546.317906447147,5382.674286463451,5594.442452688288,5214.009530707425,4175810.5382691957,153321410322.04028,Crypto,BINANCE,US,usd,2023-06-10 16:00:00
stock,TSLA,TSLA Inc,18/07/2023,32834.531254161724,35585.09340774781,36297.8545980602,31508.579560593796,2707956.8592016376,908767457114.9459,AI,NYSE,US,$,2023-07-18 08:00:00
crypto,BNB,BNB Coin,02/08/2024,28586.269766274694,28329.05641287879,28800.147550674446,27549.621106630675,2785641.5415705093,342330325281.06573,Crypto,COINBASE,Global,$,2024-08-02 22:00:00
crypto,SOL,SOL Coin,06-24-2024,44204.664769692405,40525.975039691286,45346.58948443666,38955.71173234681,4108360.1181533816,377549435502.07294,blockchain,BINANCE,US,$,2024-06-24 08:00:00
crypto,BNB,BNB Coin,03-24-2023,26380.450849228357,25505.755788271075,26654.660274608053,25251.112519622737,6245555.635628107,351354959309.3253,Blockchain,BINANCE,Global,USDT,2023-03-24 23:00:00
stock,TSLA,TSLA Inc,09/01/2024,10882.042849610272,10521.2952378302,11404.29571454454,10268.831465127472,4007592.1131512863,1409515726674.4314,Technology,NYSE,US,$,2024-01-09 16:00:00
stock,AAPL,AAPL Inc,29/12/2023,38951.63540992144,37706.03172779247,39299.680193325854,36923.51113324404,6652375.830707191,1569051906621.4885,finance,NYSE,US,$,2023-12-29 01:00:00
stock,AMZN,AMZN Inc,12/02/2023,44100.559662398824,42964.30098707668,44266.71931724863,42874.824787605765,4350684.262447314,2141026828846.0632,AI,,Global,USDT,2023-02-12 21:00:00
crypto,BTC,BTC Coin,2023-10-07,33318.60310318333,33628.55746299783,33973.68319467029,32910.68852667152,8037715.991066513,251186716320.88687,Blockchain,COINBASE,Global,$,2023-10-07 11:00:00
stock,TSLA,TSLA Inc,11/05/2024,24433.17241763623,22546.62943053626,24535.73268864479,21802.100096037357,3109150.7090184153,1663397002192.145,Artificial Intelligence,NASDAQ,Global,$,2024-05-11 22:00:00
crypto,ETH,ETH Coin,11-24-2023,39183.30089474705,40436.57325105028,41483.16899454161,37552.03646583336,9784588.265170654,381694298130.4921,blockchain,COINBASE,Global,$,2023-11-24 08:00:00
crypto,ADA,ADA Coin,08-04-2023,5355.21 USD,5348.569222128502,5589.233048785167,5318.427628180966,110648.19464841612,153141075804.88297,blockchain,BINANCE,Global,USD,2023-08-04 22:00:00
crypto,SOL,SOL Coin,03/10/2023,13581.496032817928,12329.20703086147,14157.20904249768,12245.286283401261,5962714.567343658,355086819176.8029,crypto,BINANCE,Global,USD,2023-10-03 12:00:00
stock,MSFT,MSFT Inc,01/05/2023,40657.882428344754,42986.03045478606,44899.13550425505,39748.66534377524,9676503.280235354,1727556934316.1116,Artificial Intelligence,NYSE,US,USDT,2023-05-01 00:00:00
crypto,BTC,BTC Coin,04-15-2023,5836.065053831643,6244.057077815392,6400.103013122629,5657.354919289718,6131110.026517267,398477998218.6687,blockchain,BINANCE,US,USDT,2023-04-15 23:00:00
stock,TSLA,TSLA Inc,04-12-2023,25327.991327166324,27206.773955358967,27497.153916247025,24601.571738643575,9394869.39626104,177337016213.401,tech,N/A,Global,$,2023-04-12 11:00:00
crypto,ADA,ADA Coin,12-19-2023,17924.797940296594,17711.624226848355,18390.352234264356,17385.722675599805,8007127.316366394,174282715933.25043,Blockchain,BINANCE,US,USD,2023-12-19 13:00:00
stock,MSFT,MSFT Inc,19/05/2024,40875.87194515611,41151.54423222284,41847.9940169305,40176.794037719235,7177504.82518017,1361785595235.2996,Technology,NYSE,US,USD,2024-05-19 23:00:00
stock,TSLA,TSLA Inc,12-24-2023,2840.1825070048235,2652.663930358633,2880.697386812862,2557.5162713758655,6734534.581668459,1678566437132.1677,Technology,NYSE,US,USD,2023-12-24 10:00:00
crypto,BTC,BTC Coin,09-08-2023,37786.5320347055,36013.153216127,38372.26455588067,35163.080431222836,2160040.083788636,12247721361.08487,Blockchain,BINANCE,US,usd,2023-09-08 18:00:00
stock,AMZN,AMZN Inc,02-26-2024,4277.585278534998,4230.003440885426,4459.259088288999,4148.7543584636605,2924002.828910492,2654569227590.827,RETAIL,NYSE,Global,usd,2024-02-26 18:00:00
crypto,ADA,ADA Coin,04-01-2024,35337.65207332231,38682.43677111338,40409.87587119066,34175.80804171155,9981980.594999287,171200282071.702,Crypto,BINANCE,US,usd,2024-04-01 18:00:00
crypto,ADA,ADA Coin,2023-05-29,1391.2114928626704,1481.3176221748172,1496.0910018234242,1325.878063449822,2372243.5842917855,6384342094.768017,blockchain,COINBASE,US,USDT,2023-05-29 13:00:00
stock,GOOGL,GOOGL Inc,03-12-2024,36531.00785896591,37439.42827848406,37884.24840509904,35623.706300755,9262214.83988029,1284039460402.772,Artificial Intelligence,NYSE,Global,USDT,2024-03-12 00:00:00
stock,AMZN,AMZN Inc,2024-01-19,16166.257343741352,17725.539945069897,18353.573905760117,15408.423094287285,352571.9721730981,2446873253181.4355,RETAIL,NYSE,Global,$,2024-01-19 20:00:00
crypto,BNB,BNB Coin,11-09-2023,36395.51484382684,34093.41792002153,37326.3060588849,32547.72483665028,9208940.69214412,71521139858.96184,Blockchain,COINBASE,US,usd,2023-11-09 23:00:00
stock,TSLA,TSLA Inc,16/04/2023,45407.521507465935,49447.66156310609,49462.81392701642,44190.90685684755,247535.90101322197,1038442234614.867,TECHNOLOGY,NYSE,Global,USDT,2023-04-16 11:00:00
crypto,ADA,ADA Coin,08/01/2024,25925.193161281448,23721.261446251316,26068.140435369653,22990.0642657882,9402401.694536021,363933642689.6478,Blockchain,COINBASE,US,USDT,2024-01-08 05:00:00
crypto,BNB,BNB Coin,28/06/2023,43382.26712079473,42223.584432657575,43476.00253365252,42169.364361961096,172712.73363303312,278699114869.39197,crypto,COINBASE,US,usd,2023-06-28 08:00:00
crypto,BTC,BTC Coin,19/07/2023,18440.184418218745,16633.379762288474,19075.593740526198,16617.195736633217,9656291.602653088,379322402967.03015,blockchain,BINANCE,Global,usd,2023-07-19 23:00:00
crypto,ETH,ETH Coin,02-09-2023,9070.577825247088,9189.47299037506,9482.297764829997,8952.396320549136,1811322.554361003,68570119424.955284,Crypto,BINANCE,US,USDT,2023-02-09 23:00:00
stock,MSFT,MSFT Inc,12-24-2023,31940.575421899,34157.55107932352,35079.91719212405,31005.158695603608,9771851.883043364,2877431189425.659,ai,NASDAQ,Global,usd,2023-12-24 12:00:00
stock,AMZN,AMZN Inc,2023-05-25,43345.01040413095,47274.60313145302,48870.959229694265,42367.4475205055,36104.99825559555,1750542898751.3098,finance,NASDAQ,US,USD,2023-05-25 19:00:00
crypto,ADA,ADA Coin,11/04/2023,10050.552290395306,9419.394555520397,10178.575620025014,9092.039811050323,3601294.870013732,20807758091.907364,Crypto,BINANCE,US,USDT,2023-04-11 04:00:00
stock,TSLA,TSLA Inc,07-14-2023,4952.328259416173,4499.053472021201,5119.207966437222,4394.975703887549,4441997.877998976,1267407693305.941,AI,NYSE,Global,USDT,2023-07-14 00:00:00
crypto,ETH,ETH Coin,07-31-2024,41385.69356610499,40787.197744910336,42712.3522521003,40692.514800545745,8396405.334119746,255603776761.49918,Crypto,BINANCE,Global,USD,2024-07-31 22:00:00
stock,TSLA,TSLA Inc,13/07/2024,32239.394722359,30157.1871192231,33142.939520832595,30129.03280832442,5183632.836910021,1283742423402.2043,tech,NASDAQ,Global,USD,2024-07-13 20:00:00
stock,,AMZN Inc,21/06/2023,20372.672675958,22405.233152023466,23054.111148803302,19397.095661355634,5867961.21211719,2783638514578.5405,Artificial Intelligence,NASDAQ,US,usd,2023-06-21 20:00:00
stock,AAPL,AAPL Inc,2023-07-20,1633.7412885743765,1738.579546865418,1762.5484422313866,1617.121937200657,2882887.6119757136,830972360081.9939,RETAIL,NYSE,US,usd,2023-07-20 05:00:00
crypto,BNB,BNB Coin,13/01/2024,48697.03934948033,47349.54676578068,50161.30140110478,46426.18678850563,5605174.348252844,81758909780.14084,Blockchain,COINBASE,US,USDT,2024-01-13 14:00:00
stock,GOOGL,GOOGL Inc,06/02/2024,33725.30915762975,33075.982317982256,35179.511411607586,31721.624864563255,5442823.339346564,2744940273128.4316,tech,NYSE,US,usd,2024-02-06 22:00:00
stock,AMZN,AMZN Inc,2023-12-22,31273.62751772183,33256.178168725986,34342.924765366624,31022.454728611363,9444934.31057259,2852145612111.8315,finance,N/A,US,$,2023-12-22 08:00:00
crypto,ADA,ADA Coin,25/05/2024,8491.357452023376,8464.16939973036,8789.345689438827,8137.1101923974065,42010.402851240586,112804082375.43103,Crypto,COINBASE,Global,USDT,2024-05-25 21:00:00
crypto,ETH,ETH Coin,2024-06-11,48443.278180034744,50332.25076607155,51342.231410234286,46487.56514376293,3561540.647873715,140459370755.4986,blockchain,BINANCE,US,USD,2024-06-11 23:00:00
crypto,ADA,ADA Coin,2024-01-08,5324.228007434441,5757.345833806666,6044.536734768759,5101.705741848734,546171.0662239189,72086576153.99295,blockchain,COINBASE,Global,usd,2024-01-08 02:00:00
crypto,ADA,ADA Coin,11-27-2023,23088.342446263152,21725.304820188438,23436.312525535144,20857.238477296854,7742831.423756081,135243787322.75388,Blockchain,COINBASE,Global,USD,2023-11-27 22:00:00
crypto,BTC,BTC Coin,2024-02-15,31751.23 USD,31035.032005007528,33194.38450384101,30987.754077578935,1737219.4869414945,286468287582.668,Blockchain,BINANCE,Global,usd,2024-02-15 06:00:00
stock,GOOGL,GOOGL Inc,01-03-2024,26286.29508973848,24137.393459016577,26859.92565988389,23632.670019513673,5221213.637802194,676807797821.5154,automotive,NASDAQ,US,$,2024-01-03 18:00:00
crypto,ADA,ADA Coin,2023-07-22,27126.86584579957,29616.032233020487,29921.10313732332,26658.69867404843,434923.54486636247,135708890315.8203,blockchain,BINANCE,Global,USD,2023-07-22 15:00:00
crypto,BTC,BTC Coin,2023-08-10,27595.892928937013,25415.481712919413,27626.726907973672,24362.661900036004,5648926.860824745,31234479770.166798,Crypto,BINANCE,US,usd,2023-08-10 20:00:00
stock,AMZN,AMZN Inc,2023-05-31,10131.903421427585,10472.861094934982,10568.413558370761,9936.082820345477,4120184.8392780926,2112989454011.608,AI,NASDAQ,Global,$,2023-05-31 07:00:00
stock,GOOGL,GOOGL Inc,26/08/2023,49752.68709643757,54109.20119178308,54120.78531659349,49467.7006309344,665841.4609524905,1964860532907.5142,Technology,NASDAQ,US,USDT,2023-08-26 09:00:00
crypto,ETH,ETH Coin,2024-03-11,14098.465698193238,13765.84011878759,14163.063602808938,13154.824554890763,7267678.911727967,381453401533.13873,Crypto,BINANCE,Global,USDT,2024-03-11 11:00:00
stock,MSFT,MSFT Inc,03-31-2023,30541.317262765933,31859.786023841396,33073.595674816715,29415.58610664289,453251.07957122906,2833553384887.392,Automotive,NASDAQ,US,USDT,2023-03-31 10:00:00
stock,AAPL,AAPL Inc,02-25-2024,17538.957654871392,16632.068064094707,17593.60705191067,15949.76099989924,1245864.4837812101,15599504318.314068,TECHNOLOGY,NASDAQ,Global,usd,2024-02-25 04:00:00
stock,MSFT,MSFT Inc,24/02/2024,7021.9580008238545,7074.831187407258,7284.637412840483,6861.67810807869,991465.2857256638,2745486358045.9375,automotive,NYSE,US,usd,2024-02-24 01:00:00
crypto,SOL,SOL Coin,01/03/2024,2573.003919833032,2519.315575835693,2597.267209304938,2464.096276493878,6928391.130097156,130925352891.46773,Crypto,COINBASE,Global,usd,2024-03-01 23:00:00
crypto,ADA,ADA Coin,15/07/2023,21717.492463603674,21228.125346914716,22631.464195119872,20399.557718684766,7342449.176949159,215187344780.85907,Blockchain,BINANCE,US,$,2023-07-15 14:00:00
stock,AMZN,AMZN Inc,11/06/2024,20965.808363464017,20115.85700505917,21459.072494638993,19203.818055013096,460254.3922586707,2274872150972.956,finance,NYSE,US,$,2024-06-11 04:00:00
stock,MSFT,MSFT Inc,22/08/2023,9365.380122796685,9373.203624830765,9771.160154632866,9007.455117266818,9351684.945457034,343693566361.15643,tech,NYSE,US,USD,2023-08-22 23:00:00
crypto,SOL,SOL Coin,2023-06-26,47945.64119621181,51182.573547812426,52113.64864327069,45722.60297228467,5688618.498933182,382188624029.32635,blockchain,BINANCE,US,$,2023-06-26 18:00:00
stock,AMZN,AMZN Inc,08-29-2023,42500.28859780868,46716.241159236655,47903.201123241255,41108.837715134134,1859831.2138511138,1680457517372.3289,tech,NASDAQ,US,$,2023-08-29 05:00:00
crypto,BNB,BNB Coin,10-14-2023,25460.59348751907,25743.301128295843,26805.13311320874,24829.905266277292,9164767.0183119,6895930802.861441,blockchain,BINANCE,Global,usd,2023-10-14 18:00:00
stock,AAPL,AAPL Inc,12/04/2023,42018.40854867195,39062.8482701305,43815.401697146095,38428.357953956525,1703160.0913508672,1887969594948.592,automotive,NYSE,Global,usd,2023-04-12 07:00:00
stock,TSLA,TSLA Inc,28/01/2024,46325.76594602063,41991.669601036694,47397.13022226927,40550.25366113496,6651109.322544282,577393038856.5725,Technology,NASDAQ,US,USD,2024-01-28 12:00:00
crypto,SOL,SOL Coin,20/06/2024,18025.302296612914,17761.77990196146,18910.270541415837,17569.87853218518,8972144.105186982,336653608089.75183,Crypto,BINANCE,Global,USDT,2024-06-20 21:00:00
crypto,BTC,BTC Coin,2024-07-04,11711.469437165919,11505.02777088106,12130.793867660186,10992.726374667842,2705420.5870594718,178311077157.39374,blockchain,COINBASE,Global,USD,2024-07-04 11:00:00
crypto,SOL,SOL Coin,07/03/2024,21623.063439523197,23039.139423940906,23067.55093161123,21272.03844066473,9325026.249262882,23421180682.3282,Crypto,BINANCE,US,USDT,2024-03-07 14:00:00
stock,AAPL,AAPL Inc,2023-06-27,34684.80568797513,37980.56911230474,39807.962530748504,33357.9890741088,1004210.2010674749,718414305918.435,Retail,NYSE,US,$,2023-06-27 20:00:00
stock,AMZN,AMZN Inc,2023-10-28,35104.76 USD,36689.805434053276,37926.68584718646,33939.4225227398,1698599.6206414632,453364788308.7887,Artificial Intelligence,NASDAQ,Global,usd,2023-10-28 00:00:00
crypto,SOL,SOL Coin,09/04/2023,24189.185483435747,25296.24780937279,25854.48550555258,23389.297128605212,2935492.295012785,234400631321.13998,Blockchain,BINANCE,US,USD,2023-04-09 21:00:00
stock,AAPL,AAPL Inc,02-09-2023,13294.661345571205,12217.34292495093,13525.22867035304,11628.815075620352,1864952.0578161017,642296256948.7421,Retail,NYSE,US,USDT,2023-02-09 13:00:00
crypto,ETH,ETH Coin,2024-04-15,16280.194743944367,16827.981023850654,17431.166689013146,15939.275534847391,9587018.71591262,299974325624.6745,blockchain,BINANCE,US,usd,2024-04-15 18:00:00
crypto,SOL,SOL Coin,2023-04-06,36935.24600290122,40324.32551425811,42062.851809066626,35398.541596451534,3268876.242211069,13468747316.129738,Crypto,COINBASE,US,USD,2023-04-06 16:00:00
crypto,BNB,BNB Coin,04-21-2024,30069.405107097056,31345.47838489681,31842.419834096185,29377.066938295993,6909514.780141879,73118476751.20383,blockchain,,Global,usd,2024-04-21 17:00:00
stock,GOOGL,GOOGL Inc,06-26-2023,42702.23636746841,45021.39427191463,45166.96091918984,41893.29651587454,2354020.184046536,1269806051667.0347,Artificial Intelligence,NASDAQ,US,USDT,2023-06-26 23:00:00
crypto,ETH,ETH Coin,05-11-2023,47844.85324722198,51472.08644310203,52513.15160654177,46149.982473461736,2344823.038338182,225219714543.57373,Blockchain,BINANCE,Global,$,2023-05-11 11:00:00
crypto,ADA,ADA Coin,2023-04-20,5721.280178370236,5777.663403828873,5778.048669832866,5527.85789310966,2200123.203991982,215343373553.82544,crypto,COINBASE,US,USD,2023-04-20 05:00:00
stock,TSLA,TSLA Inc,04-03-2023,36364.84355530325,35271.37729559136,36533.658407631476,34419.22186890774,2135265.365379097,2913944181982.7383,TECHNOLOGY,NYSE,US,$,2023-04-03 13:00:00
crypto,ETH,ETH Coin,23/04/2024,41769.764085402836,42737.089602227155,44091.40322597459,40811.211257993236,9272729.06068146,216889670629.85132,blockchain,BINANCE,US,$,2024-04-23 15:00:00
stock,AAPL,AAPL Inc,08-05-2023,25641.032821666875,24644.92734857671,26230.247096775194,23642.56629076603,6363806.808865575,2796389026417.604,Artificial Intelligence,NYSE,Global,$,2023-08-05 03:00:00
stock,TSLA,TSLA Inc,08-14-2024,5173.99 USD,4861.117360922966,5298.07145438366,4833.795205484194,5664340.815590343,1505276083988.8774,AI,,Global,$,2024-08-14 15:00:00
crypto,ADA,ADA Coin,2023-07-17,16958.037201698047,17200.236613671892,17584.98855394976,16669.012820563923,506705.0852240247,274206325082.34598,Blockchain,BINANCE,US,usd,2023-07-17 00:00:00
crypto,SOL,SOL Coin,05-06-2024,14806.671330946909,14291.947196933574,15518.070760209803,13707.903067908133,3113141.2805333906,199853585414.38885,crypto,COINBASE,US,USDT,2024-05-06 07:00:00
crypto,BTC,BTC Coin,12/02/2024,43152.71713799969,42433.53467229398,44757.70754074698,42128.80693813189,3100853.5418626675,206407567413.69434,Blockchain,BINANCE,US,USDT,2024-02-12 01:00:00
crypto,BNB,BNB Coin,05-13-2024,17834.24562218093,19021.49207171326,19063.669245866047,17217.556213733442,6794406.167393703,160136322497.79044,Blockchain,COINBASE,US,usd,2024-05-13 01:00:00
stock,GOOGL,GOOGL Inc,06-01-2023,21820.105071091777,21994.43997416667,22211.728089807744,21199.013914504812,5017528.138779314,1700676063700.3745,RETAIL,NASDAQ,US,$,2023-06-01 11:00:00
crypto,SOL,SOL Coin,10-27-2023,13049.149788570778,14009.119632821947,14460.382375651347,12409.963826713494,7246588.737657037,360969703172.0676,blockchain,COINBASE,Global,USD,2023-10-27 17:00:00
crypto,BNB,BNB Coin,2024-03-18,49869.082529422514,53585.692475815114,54382.36100657948,48017.47149708537,3815029.3799739834,19042991631.876762,blockchain,BINANCE,Global,USD,2024-03-18 06:00:00
crypto,ADA,ADA Coin,16/04/2024,18623.1675410852,17946.314275532884,19201.541116140277,17196.39492841528,8459966.943167686,145685951299.205,Crypto,COINBASE,Global,$,2024-04-16 18:00:00
crypto,SOL,SOL Coin,01-17-2023,23829.39556068497,25510.46393443081,25825.703204209818,22658.854492259397,6192460.042373201,325898981192.36957,Blockchain,BINANCE,US,$,2023-01-17 01:00:00
crypto,BNB,BNB Coin,19/03/2023,28362.555669330573,30627.81291317898,32113.147863523256,27844.163510659037,7640791.842934531,185874215751.06256,Crypto,COINBASE,US,USDT,2023-03-19 20:00:00
stock,AMZN,AMZN Inc,30/05/2024,8044.1720887263655,8419.360005318287,8600.95105887774,7821.334553326468,3086768.2086727307,260587216126.62115,Retail,NYSE,Global,$,2024-05-30 08:00:00
crypto,ADA,ADA Coin,20/01/2023,9266.400620355967,9501.612038229478,9584.180503888812,8832.652469719616,3304246.529301911,244905771473.7088,Blockchain,COINBASE,US,usd,2023-01-20 14:00:00
stock,TSLA,TSLA Inc,2024-08-22,44450.692011431056,40494.16662086369,44843.22205411175,39580.455446651235,4811190.841283889,701109622609.4446,Technology,NASDAQ,US,USDT,2024-08-22 04:00:00
crypto,ETH,ETH Coin,2024-04-01,372.54887647707227,408.91470916149296,422.38506915562965,360.7280148294791,4704852.04438475,23111547258.00711,blockchain,BINANCE,Global,USD,2024-04-01 06:00:00
stock,TSLA,TSLA Inc,19/05/2024,17250.240446823555,17764.45102635264,18548.584374675924,16546.54278306386,8403774.692347802,806984860158.318,automotive,NASDAQ,Global,$,2024-05-19 04:00:00
stock,TSLA,TSLA Inc,03/03/2024,10757.461257183677,9761.697475649053,10833.200164734544,9721.334391840668,4594928.027437167,373454322259.6245,tech,NASDAQ,Global,USDT,2024-03-03 07:00:00
stock,TSLA,TSLA Inc,2023-01-18,47986.74463356767,51624.06605166785,53572.05506693466,47827.123426367834,2202074.0789368055,242220926717.27713,automotive,NASDAQ,US,$,2023-01-18 10:00:00
stock,GOOGL,GOOGL Inc,2024-02-09,34502.65990575177,37054.19543271976,38530.641277700866,33375.27697665478,7744210.971635538,2510744186100.158,RETAIL,NYSE,Global,$,2024-02-09 20:00:00
stock,AAPL,AAPL Inc,14/07/2023,16436.32222977246,15147.404634537525,17204.78325826147,14610.431687582419,5206704.029249347,794744345924.822,Finance,NYSE,Global,USD,2023-07-14 18:00:00
stock,TSLA,TSLA Inc,10-18-2023,47996.80674796924,46413.38413489264,49865.19241473243,46077.852857152495,4356629.368312178,1180085181033.916,tech,NYSE,US,$,2023-10-18 21:00:00
stock,GOOGL,GOOGL Inc,04/01/2023,37389.813588422076,40477.434335433856,42005.319318092195,35944.933532525756,8883189.166629616,1140733725214.2644,tech,NYSE,Global,USDT,2023-01-04 23:00:00
crypto,BNB,BNB Coin,21/08/2023,28815.708294778935,30725.818719586572,31015.24789312988,28505.23364123908,5962031.816308864,158094758637.54907,Blockchain,COINBASE,US,usd,2023-08-21 07:00:00
crypto,ETH,ETH Coin,01-06-2023,8606.800388158712,8470.26595755391,8965.206100906791,8054.897541830992,1122901.4662896628,357869948521.9053,Blockchain,COINBASE,Global,USDT,2023-01-06 03:00:00
crypto,ADA,ADA Coin,08-22-2024,14026.904987731623,15360.984826917294,15501.17804619119,13578.81161052813,7528941.575591203,396273259038.9102,blockchain,BINANCE,US,usd,2024-08-22 12:00:00
stock,AMZN,AMZN Inc,17/01/2023,29060.30877245349,29234.084628640572,30466.945094106235,27948.67722290994,4425266.799008191,1976757437642.1536,Technology,NYSE,US,USDT,2023-01-17 19:00:00
crypto,SOL,SOL Coin,2023-01-05,29801.12037057791,28314.309242697473,30298.56374779089,27565.750706628667,268679.08644557535,66403655401.80063,crypto,BINANCE,US,USDT,2023-01-05 00:00:00
stock,AAPL,AAPL Inc,01-10-2024,34299.6017432039,33812.34146856358,35782.69975350457,33296.14874492885,82001.31553157714,284894428403.30457,AI,NASDAQ,Global,USDT,2024-01-10 19:00:00
stock,TSLA,TSLA Inc,06-02-2023,4695.306054325224,4959.119506311453,5204.969762191437,4585.247797341584,6828112.22244111,1853969868993.7332,Automotive,NASDAQ,Global,$,2023-06-02 02:00:00
crypto,BTC,BTC Coin,2024-05-16,21885.51121025214,23444.176887367707,23640.431547466087,21081.80477340859,4454891.319185016,98739093553.42686,crypto,COINBASE,US,USD,2024-05-16 14:00:00
stock,AAPL,AAPL Inc,2023-05-12,18800.438900235735,20408.749818579516,20505.137334976716,18208.98103821859,7089832.28016079,2139624186613.6018,finance,NYSE,Global,$,2023-05-12 13:00:00
stock,GOOGL,GOOGL Inc,09-27-2023,32824.092580141354,30619.73785014394,32915.96768278949,29274.024433766288,9299917.846558213,685700429327.8624,Artificial Intelligence,NYSE,Global,$,2023-09-27 23:00:00
crypto,BTC,BTC Coin,2024-02-10,39819.32531622765,38486.60834249401,40999.28869130896,37514.72937127859,9457433.856063537,222941598761.12277,Crypto,COINBASE,Global,USD,2024-02-10 12:00:00
crypto,BTC,BTC Coin,2024-03-01,36529.82614851399,33215.498908432484,37533.79302090479,32330.29166937701,9278494.82379534,300291981241.3736,Crypto,COINBASE,Global,usd,2024-03-01 23:00:00
stock,TSLA,TSLA Inc,09-22-2023,13498.974330021805,13259.627387900053,13663.236405720678,12682.292549237707,8574291.051661357,779452544686.7014,Technology,NASDAQ,US,USDT,2023-09-22 08:00:00
crypto,SOL,SOL Coin,2024-01-19,43069.522320638775,45921.88555457757,46569.481391487316,42095.58570881553,833093.8096979645,225519227139.54675,Blockchain,COINBASE,US,USD,2024-01-19 20:00:00
crypto,BNB,BNB Coin,03/09/2023,20219.093126107004,19789.138898212812,20525.16507775468,19255.488894774717,2518342.106067935,366524494192.1496,blockchain,BINANCE,Global,usd,2023-09-03 05:00:00
crypto,BTC,BTC Coin,01-03-2023,39999.352958758245,42673.353732020405,43322.37805536661,38937.39899834193,8738323.943024242,153066647754.7378,crypto,COINBASE,Global,$,2023-01-03 23:00:00
crypto,ADA,ADA Coin,13/07/2024,44458.35665016931,41961.43614738146,45966.69363619026,41085.59963053194,5529854.541144332,25805966072.73037,blockchain,COINBASE,US,$,2024-07-13 16:00:00
stock,MSFT,MSFT Inc,31/05/2024,5087.591460796617,4931.939678377719,5224.511964599315,4885.404078928936,2165214.3910333035,2579487072010.936,TECHNOLOGY,NASDAQ,US,$,2024-05-31 08:00:00
crypto,SOL,SOL Coin,30/01/2024,19987.927739871848,18744.33426817611,20746.456046228195,17892.30952445975,5148158.973380354,322157287342.8391,Crypto,COINBASE,Global,USDT,2024-01-30 07:00:00
stock,TSLA,TSLA Inc,2023-08-26,17827.3285793378,18187.714440864733,18693.43797409955,17296.658405190698,4291050.891727185,200988593747.04636,Retail,NYSE,US,$,2023-08-26 01:00:00
stock,AMZN,AMZN Inc,09-20-2023,22799.570595320904,24866.373811456735,25923.75781958953,21825.15441811821,298778.0924218884,688040964518.792,RETAIL,NYSE,Global,usd,2023-09-20 03:00:00
stock,TSLA,TSLA Inc,2023-07-24,26342.219996538573,26541.566448856414,27577.640376899548,25439.589305721816,4819593.780791186,2801237695022.7256,RETAIL,NYSE,US,$,2023-07-24 21:00:00
stock,MSFT,MSFT Inc,02-28-2023,33610.71285975103,31283.137598580648,33834.60515833806,30038.482845725226,7667350.032532754,2906302110308.7456,ai,NASDAQ,Global,$,2023-02-28 13:00:00
crypto,SOL,SOL Coin,2023-04-02,1079.2284452872386,1175.1015668397717,1185.0730919157413,1025.782796341694,2372078.8922308465,121673916517.04333,blockchain,BINANCE,US,$,2023-04-02 11:00:00
stock,AAPL,AAPL Inc,09-18-2023,21106.04 USD,22880.59561895975,23886.409347859342,20532.90215982917,4109588.1500130733,712736073483.2197,automotive,NYSE,US,usd,2023-09-18 05:00:00
crypto,SOL,SOL Coin,10-14-2023,12180.26605846857,11089.364869903582,12752.266051823599,10638.415284615581,1984808.8917279183,224228589157.56625,crypto,BINANCE,US,USD,2023-10-14 04:00:00
crypto,BTC,BTC Coin,24/01/2024,24585.751108568133,22217.81977602844,24767.630027709638,21527.017567537983,6837623.20441188,191621829897.3093,Blockchain,COINBASE,Global,USDT,2024-01-24 16:00:00
stock,AMZN,AMZN Inc,2023-02-23,21156.492167625715,21399.1362501309,22349.891843295278,20443.592960673304,1336449.1003689717,692971185927.4882,tech,NASDAQ,Global,USD,2023-02-23 03:00:00
crypto,ETH,ETH Coin,2023-05-26,37338.61286818626,34425.153769044635,38131.46749258538,32734.50889173066,336558.2572908641,198262529229.55524,crypto,COINBASE,Global,USDT,2023-05-26 22:00:00
