market_type,symbol,name,date,open,close,high,low,volume,market_cap,sector,exchange,country,currency,last_updated,daily_change,daily_change_pct
crypto,BTC,BTC Coin,2023-05-05,34391.77,34193.93,35898.74,33242.99,2849801.32,245517420106.86,Crypto,COINBASE,US,USD,2023-05-05 23:00:00,-197.84,-0.58
crypto,SOL,SOL Coin,2024-06-24,43079.6,40184.99,43135.52,38356.55,2866187.44,358926131569.84,Crypto,COINBASE,US,USD,2024-06-24 04:00:00,-2894.6,-6.72
crypto,BTC,BTC Coin,2023-09-02,27930.22,27222.26,29171.32,26477.91,3153071.05,389042621687.98,Crypto,COINBASE,Global,USD,2023-09-02 14:00:00,-707.97,-2.53
stock,AAPL,AAPL Inc,2023-06-03,42477.39,45397.02,46559.83,42030.18,1794354.24,2824246390949.52,Automotive,NASDAQ,US,USD,2023-06-03 07:00:00,2919.63,6.87
stock,MSFT,MSFT Inc,2023-06-21,49192.46,47135.8,51146.26,45934.97,399017.03,1723936643093.17,Retail,NYSE,Global,USD,2023-06-21 22:00:00,-2056.65,-4.18
stock,TSLA,TSLA Inc,2023-04-04,8436.77,8658.61,8695.7,8414.36,2917947.15,2291427999468.85,Technology,NASDAQ,US,USD,2023-04-04 12:00:00,221.84,2.63
stock,MSFT,MSFT Inc,2023-02-22,6465.53,7042.26,7292.93,6382.01,4994546.21,687129428115.41,Retail,NASDAQ,Global,USD,2023-02-22 03:00:00,576.73,8.92
crypto,BNB,BNB Coin,2023-12-07,5509.96,5575.91,5644.75,5503.67,7966012.82,192517475181.84,Crypto,BINANCE,Global,USD,2023-12-07 08:00:00,65.94,1.2
stock,GOOGL,GOOGL Inc,2024-07-21,7575.55,8007.86,8056.73,7268.49,2115993.66,1244846259976.73,AI,NYSE,Global,USD,2024-07-21 04:00:00,432.31,5.71
stock,AMZN,AMZN Inc,2023-07-17,39354.96,37893.44,39521.57,36878.91,7481354.3,1675103008436.55,AI,NYSE,Global,USD,2023-07-17 06:00:00,-1461.52,-3.71
stock,TSLA,TSLA Inc,2023-07-15,11004.03,11988.29,12560.22,10998.78,8076788.36,672774890831.29,Retail,NYSE,Global,USD,2023-07-15 10:00:00,984.26,8.94
crypto,SOL,SOL Coin,2023-11-30,10606.96,10268.01,10775.68,10245.69,7890950.75,79332746821.34,Crypto,BINANCE,US,USD,2023-11-30 16:00:00,-338.94,-3.2
stock,AMZN,AMZN Inc,2024-05-11,9306.3,10068.54,10485.31,8917.13,8711832.15,2174786288563.05,Finance,NASDAQ,Global,USD,2024-05-11 16:00:00,762.23,8.19
crypto,BTC,BTC Coin,2023-01-18,4052.68,4179.79,4316.43,3869.28,3189199.24,112537776866.34,Crypto,BINANCE,US,USD,2023-01-18 00:00:00,127.11,3.14
stock,TSLA,TSLA Inc,2023-10-10,33924.55,35485.59,35863.36,32361.95,2769740.0,2978515242144.06,Technology,NYSE,Global,USD,2023-10-10 23:00:00,1561.04,4.6
stock,AMZN,AMZN Inc,2024-08-10,11734.86,11013.76,12072.09,10643.76,8203629.81,754206171727.64,Retail,NYSE,Global,USD,2024-08-10 03:00:00,-721.1,-6.14
crypto,ETH,ETH Coin,2024-04-26,23236.71,20976.51,23796.34,19986.25,9777257.4,77659230049.72,Crypto,BINANCE,Global,USD,2024-04-26 06:00:00,-2260.2,-9.73
stock,AMZN,AMZN Inc,2023-08-28,24510.67,22484.07,25236.73,22212.87,1907981.81,2373870464664.73,Technology,NYSE,US,USD,2023-08-28 16:00:00,-2026.6,-8.27
crypto,SOL,SOL Coin,2023-08-17,40712.4,42896.61,44618.89,40466.75,9376883.34,229442294611.06,Crypto,COINBASE,US,USD,2023-08-17 15:00:00,2184.21,5.36
stock,GOOGL,GOOGL Inc,2023-11-09,28442.77,30096.2,31145.26,28436.4,137762.83,1222508254058.57,Finance,NYSE,US,USD,2023-11-09 08:00:00,1653.43,5.81
crypto,SOL,SOL Coin,2024-07-30,14058.59,13390.29,14215.01,13195.54,848509.97,145277620049.74,Crypto,COINBASE,Global,USD,2024-07-30 19:00:00,-668.3,-4.75
stock,MSFT,MSFT Inc,2024-07-17,34674.36,32946.22,35112.7,32334.83,7621948.88,2227410413490.58,Retail,NASDAQ,US,USD,2024-07-17 15:00:00,-1728.14,-4.98
stock,AMZN,AMZN Inc,2023-05-05,42608.46,46570.05,47923.8,42413.85,8085324.22,2630691983131.22,AI,NYSE,US,USD,2023-05-05 19:00:00,3961.59,9.3
stock,GOOGL,GOOGL Inc,2024-04-14,591.21,646.3,661.61,585.25,1272913.99,2685056196698.9,Finance,exchange_empty,Global,USD,2024-04-14 14:00:00,55.09,9.32
stock,AAPL,AAPL Inc,2024-01-15,13580.32,13014.45,13664.01,12888.06,93413.9,1193863876483.78,AI,NYSE,Global,USD,2024-01-15 18:00:00,-565.87,-4.17
stock,TSLA,TSLA Inc,2024-06-20,8728.78,8884.22,8997.17,8405.38,4883893.1,944391316385.76,Technology,NYSE,Global,USD,2024-06-20 06:00:00,155.44,1.78
crypto,BTC,BTC Coin,2024-01-03,6074.02,5679.83,6149.09,5672.38,3972127.85,262812170539.67,Crypto,BINANCE,US,USD,2024-01-03 17:00:00,-394.19,-6.49
stock,GOOGL,GOOGL Inc,2023-10-01,12084.73,12061.67,12129.51,11479.54,4687866.53,1800980370986.77,Technology,NYSE,Global,USD,2023-10-01 20:00:00,-23.06,-0.19
crypto,BNB,BNB Coin,2023-10-28,6852.65,7109.76,7462.73,6645.58,6245961.8,162470418569.77,Crypto,BINANCE,US,USD,2023-10-28 16:00:00,257.11,3.75
crypto,BTC,BTC Coin,2023-06-24,41578.43,41275.34,43111.62,39476.02,5121526.45,385375497233.97,Crypto,BINANCE,US,USD,2023-06-24 15:00:00,-303.09,-0.73
crypto,ETH,ETH Coin,2023-05-16,8066.57,7947.64,8119.41,7828.02,4562944.2,115228809486.07,Crypto,BINANCE,Global,USD,2023-05-16 10:00:00,-118.93,-1.47
crypto,ETH,ETH Coin,2024-03-09,7327.33,6799.43,7541.08,6794.33,963409.58,214802129863.04,Crypto,BINANCE,Global,USD,2024-03-09 02:00:00,-527.9,-7.2
stock,MSFT,MSFT Inc,2024-06-28,43474.26,39755.23,45378.19,38809.62,4083259.47,864336971411.69,Technology,NYSE,Global,USD,2024-06-28 05:00:00,-3719.03,-8.55
crypto,ADA,ADA Coin,2024-01-06,14862.89,14285.62,15520.42,14088.33,6697560.36,127323822918.83,Crypto,BINANCE,Global,USD,2024-01-06 19:00:00,-577.27,-3.88
crypto,BNB,BNB Coin,2024-04-13,12863.16,13166.84,13469.72,12723.24,3093251.85,320505913836.04,Crypto,exchange_empty,Global,USD,2024-04-13 00:00:00,303.68,2.36
stock,GOOGL,GOOGL Inc,2024-08-10,44111.8,43248.53,44258.74,42202.03,3460378.91,1933104064440.99,AI,NASDAQ,US,USD,2024-08-10 00:00:00,-863.26,-1.96
crypto,ADA,ADA Coin,2023-01-02,47552.14,47415.26,48660.55,46596.37,1035871.54,270529025316.13,Crypto,COINBASE,US,USD,2023-01-02 08:00:00,-136.88,-0.29
crypto,BTC,BTC Coin,2023-06-09,45949.78,47511.54,47543.48,44122.41,6828689.82,105134944625.38,Crypto,BINANCE,US,USD,2023-06-09 02:00:00,1561.77,3.4
stock,AAPL,AAPL Inc,2023-09-15,41994.58,40249.09,43949.49,39349.42,6965693.68,2295553615662.1,Retail,NYSE,Global,USD,2023-09-15 05:00:00,-1745.49,-4.16
crypto,SOL,SOL Coin,2023-09-22,6145.78,6715.02,6756.27,5916.81,8136465.17,240711850798.06,Crypto,BINANCE,Global,USD,2023-09-22 20:00:00,569.24,9.26
crypto,BNB,BNB Coin,2023-06-22,41909.08,42040.97,42833.43,41745.31,363486.92,249345799792.94,Crypto,COINBASE,US,USD,2023-06-22 22:00:00,131.9,0.31
stock,AAPL,AAPL Inc,2023-08-25,11548.58,12354.06,12440.05,11306.19,8881191.08,2569829358855.61,Technology,NYSE,Global,USD,2023-08-25 15:00:00,805.48,6.97
crypto,BNB,BNB Coin,2023-10-21,37330.87,39605.6,41064.06,37191.49,4468895.47,192048160525.06,Crypto,BINANCE,Global,USD,2023-10-21 01:00:00,2274.73,6.09
stock,GOOGL,GOOGL Inc,2023-07-12,2400.08,2278.37,2417.26,2228.01,1850268.43,527645063103.82,Finance,NASDAQ,Global,USD,2023-07-12 02:00:00,-121.7,-5.07
stock,AAPL,AAPL Inc,2023-02-08,1809.13,1929.1,1986.15,1751.07,8942386.2,126411784795.22,Automotive,NYSE,Global,USD,2023-02-08 02:00:00,119.97,6.63
stock,MSFT,MSFT Inc,2023-12-07,49016.3,50156.34,50616.43,48229.76,7634049.22,219887868109.06,AI,NYSE,Global,USD,2023-12-07 10:00:00,1140.04,2.33
crypto,ETH,ETH Coin,2023-08-16,43083.01,40073.51,43683.67,38257.17,2109567.53,174590399431.46,Crypto,COINBASE,Global,USD,2023-08-16 22:00:00,-3009.5,-6.99
crypto,BNB,BNB Coin,2023-06-27,45882.48,42011.01,46863.03,41028.79,8987031.84,99297880704.9,Crypto,COINBASE,US,USD,2023-06-27 13:00:00,-3871.48,-8.44
crypto,BNB,BNB Coin,2024-01-06,37671.87,41218.99,42841.16,37602.56,7072999.99,399090006371.18,Crypto,BINANCE,Global,USD,2024-01-06 08:00:00,3547.12,9.42
stock,GOOGL,GOOGL Inc,2023-12-02,20101.99,20691.37,21054.21,19371.67,5774415.27,248492642098.7,Technology,NASDAQ,Global,USD,2023-12-02 08:00:00,589.38,2.93
crypto,ETH,ETH Coin,2023-08-25,1758.74,1853.45,1920.42,1755.57,9307181.51,373733241297.46,Crypto,COINBASE,Global,USD,2023-08-25 17:00:00,94.7,5.38
stock,MSFT,MSFT Inc,2023-08-11,26025.23,24485.93,26734.73,24198.65,8956796.46,2289075360512.14,Finance,NASDAQ,Global,USD,2023-08-11 10:00:00,-1539.3,-5.91
stock,GOOGL,GOOGL Inc,2024-05-15,9771.39,9966.21,10131.73,9287.32,2003009.14,2371238907539.54,Finance,NASDAQ,US,USD,2024-05-15 10:00:00,194.81,1.99
crypto,BTC,BTC Coin,2024-06-15,42137.53,40102.34,42737.35,40022.01,3791488.14,49722156723.71,Crypto,BINANCE,US,USD,2024-06-15 03:00:00,-2035.19,-4.83
crypto,SOL,SOL Coin,2023-11-05,14199.47,13118.32,14272.46,12513.23,5933001.44,8786327857.04,Crypto,BINANCE,Global,USD,2023-11-05 03:00:00,-1081.15,-7.61
crypto,BTC,BTC Coin,2023-08-08,18068.53,19376.75,19787.87,17992.36,4979882.6,79792350833.79,Crypto,COINBASE,Global,USD,2023-08-08 20:00:00,1308.23,7.24
crypto,ADA,ADA Coin,2023-01-07,37521.94,34318.88,37689.81,33721.69,4869920.19,162540462861.7,Crypto,COINBASE,Global,USD,2023-01-07 09:00:00,-3203.06,-8.54
crypto,BNB,BNB Coin,2024-08-10,45814.38,44791.5,47180.59,43673.27,9816124.95,317214023876.09,Crypto,BINANCE,US,USD,2024-08-10 07:00:00,-1022.88,-2.23
crypto,BNB,BNB Coin,2023-10-03,45587.77,43347.95,47348.66,41755.94,2088216.59,333278340905.86,Crypto,COINBASE,Global,USD,2023-10-03 01:00:00,-2239.82,-4.91
crypto,ETH,ETH Coin,2024-05-23,975.03,1065.78,1073.74,966.23,2759949.61,377985133063.94,Crypto,COINBASE,US,USD,2024-05-23 13:00:00,90.75,9.31
crypto,ADA,ADA Coin,2023-02-09,10845.72,11031.21,11223.21,10659.93,157457.53,143527419335.14,Crypto,COINBASE,Global,USD,2023-02-09 23:00:00,185.49,1.71
stock,AMZN,AMZN Inc,2024-07-07,4992.06,4911.18,5195.44,4883.72,2448862.59,202480901709.97,AI,NASDAQ,Global,USD,2024-07-07 11:00:00,-80.88,-1.62
crypto,SOL,SOL Coin,2023-03-02,38420.57,36797.91,39206.28,35922.07,1349613.59,231876041074.41,Crypto,COINBASE,Global,USD,2023-03-02 02:00:00,-1622.66,-4.22
crypto,ADA,ADA Coin,2024-08-14,7648.76,7842.82,7871.69,7338.87,3379201.0,15263006021.68,Crypto,BINANCE,Global,USD,2024-08-14 15:00:00,194.05,2.54
stock,GOOGL,GOOGL Inc,2023-08-30,9593.05,10382.11,10392.13,9426.81,3844704.9,242831492276.04,Retail,NASDAQ,Global,USD,2023-08-30 22:00:00,789.07,8.23
crypto,BTC,BTC Coin,2024-01-04,29438.7,27810.73,30685.74,27104.26,8225537.65,270696252075.79,Crypto,COINBASE,Global,USD,2024-01-04 11:00:00,-1627.97,-5.53
crypto,BNB,BNB Coin,2024-04-30,49234.43,51897.91,54404.45,48038.84,4737437.63,165374951794.35,Crypto,BINANCE,Global,USD,2024-04-30 11:00:00,2663.48,5.41
crypto,BNB,BNB Coin,2023-09-03,44015.76,48101.71,48882.28,43572.75,2107245.33,303404254683.48,Crypto,COINBASE,US,USD,2023-09-03 20:00:00,4085.95,9.28
stock,GOOGL,GOOGL Inc,2023-03-29,9000.61,8725.91,9419.75,8353.35,6324376.55,1641267296768.88,Finance,NASDAQ,US,USD,2023-03-29 00:00:00,-274.7,-3.05
stock,AAPL,AAPL Inc,2023-10-01,6045.71,5835.29,6215.89,5598.14,8006435.94,1782933276052.94,Automotive,exchange_empty,Global,USD,2023-10-01 07:00:00,-210.42,-3.48
crypto,SOL,SOL Coin,2023-08-19,10745.82,10072.94,10990.25,9945.91,2816724.5,389001821266.23,Crypto,COINBASE,US,USD,2023-08-19 19:00:00,-672.88,-6.26
stock,AAPL,AAPL Inc,2024-01-13,27065.62,29537.25,30115.12,26280.9,9689048.27,69440927004.87,AI,NYSE,Global,USD,2024-01-13 13:00:00,2471.64,9.13
crypto,SOL,SOL Coin,2024-06-17,35961.4,36412.37,38186.77,35401.96,8950432.48,279370006592.56,Crypto,COINBASE,Global,USD,2024-06-17 11:00:00,450.97,1.25
stock,MSFT,MSFT Inc,2024-07-04,36758.44,35217.61,37316.21,34835.47,2967766.19,2101142808542.33,Finance,NYSE,Global,USD,2024-07-04 18:00:00,-1540.83,-4.19
stock,AMZN,AMZN Inc,2024-07-03,12475.12,13266.0,13339.3,12368.74,6027695.28,1692682511696.58,Automotive,NASDAQ,US,USD,2024-07-03 07:00:00,790.88,6.34
crypto,BTC,BTC Coin,2023-07-14,27106.35,25927.22,27544.75,25086.56,634129.15,78829266256.7,Crypto,COINBASE,US,USD,2023-07-14 18:00:00,-1179.13,-4.35
stock,GOOGL,GOOGL Inc,2023-06-03,1586.42,1637.97,1668.38,1558.34,3563126.28,2958025436360.24,AI,NASDAQ,US,USD,2023-06-03 12:00:00,51.56,3.25
crypto,BNB,BNB Coin,2024-01-07,36464.48,37854.16,38069.86,35838.92,2800595.51,271131505272.25,Crypto,BINANCE,US,USD,2024-01-07 07:00:00,1389.68,3.81
stock,TSLA,TSLA Inc,2023-08-15,20747.39,20471.62,21232.02,20169.49,3089129.25,96116098002.31,Technology,NYSE,US,USD,2023-08-15 17:00:00,-275.76,-1.33
crypto,BTC,BTC Coin,2023-07-24,3037.01,3150.48,3239.93,2938.22,7052184.6,129535802676.05,Crypto,exchange_empty,Global,USD,2023-07-24 23:00:00,113.48,3.74
stock,MSFT,MSFT Inc,2024-04-13,23467.55,23520.71,24269.07,23068.61,2890289.23,1616699670188.36,AI,NASDAQ,Global,USD,2024-04-13 23:00:00,53.15,0.23
crypto,BTC,BTC Coin,2023-07-18,7840.14,8058.71,8410.42,7608.66,1696032.08,60593628539.51,Crypto,BINANCE,US,USD,2023-07-18 10:00:00,218.57,2.79
crypto,SOL,SOL Coin,2023-01-11,41626.15,44794.59,46153.72,41336.28,155134.17,303857986826.07,Crypto,COINBASE,Global,USD,2023-01-11 19:00:00,3168.44,7.61
stock,TSLA,TSLA Inc,2024-01-02,4637.88,4835.08,4851.91,4521.09,4727596.28,330635047290.88,Finance,NASDAQ,US,USD,2024-01-02 11:00:00,197.21,4.25
crypto,BNB,BNB Coin,2023-03-29,43521.55,40652.9,44288.54,40193.87,305192.72,127727891805.51,Crypto,COINBASE,Global,USD,2023-03-29 11:00:00,-2868.65,-6.59
stock,AAPL,AAPL Inc,2024-06-18,40821.72,44350.91,46294.13,39432.53,5864055.05,2022121696736.64,Finance,NYSE,Global,USD,2024-06-18 05:00:00,3529.18,8.65
crypto,BTC,BTC Coin,2023-09-06,12900.92,11853.94,13104.23,11779.96,3472321.23,35530929794.43,Crypto,COINBASE,Global,USD,2023-09-06 09:00:00,-1046.98,-8.12
crypto,SOL,SOL Coin,2023-08-11,21674.71,21496.61,22725.47,20740.1,6273617.37,226949750685.56,Crypto,BINANCE,Global,USD,2023-08-11 17:00:00,-178.09,-0.82
crypto,ADA,ADA Coin,2024-03-21,3066.7,3060.15,3191.41,2922.26,696848.88,170924754483.88,Crypto,COINBASE,US,USD,2024-03-21 15:00:00,-6.54,-0.21
crypto,BNB,BNB Coin,2024-04-30,38222.36,39934.69,41062.88,37206.08,8883369.82,65684450555.34,Crypto,COINBASE,Global,USD,2024-04-30 09:00:00,1712.33,4.48
crypto,ADA,ADA Coin,2024-02-11,40598.99,43142.62,44529.05,39498.79,8646912.85,307845640414.23,Crypto,BINANCE,Global,USD,2024-02-11 02:00:00,2543.63,6.27
crypto,ETH,ETH Coin,2024-01-30,1200.06,1092.43,1257.59,1052.95,8733821.03,370772929953.28,Crypto,exchange_empty,Global,USD,2024-01-30 11:00:00,-107.63,-8.97
stock,TSLA,TSLA Inc,2023-01-12,5963.81,5463.38,6010.48,5258.47,4885695.02,1172497405694.59,AI,NASDAQ,US,USD,2023-01-12 00:00:00,-500.43,-8.39
crypto,ADA,ADA Coin,2023-11-03,49320.06,48743.09,50597.91,47577.68,5394804.12,282091670723.48,Crypto,COINBASE,US,USD,2023-11-03 13:00:00,-576.98,-1.17
stock,AAPL,AAPL Inc,2023-02-04,448.65,403.94,450.84,385.79,7049264.19,1558044564742.34,Technology,NASDAQ,US,USD,2023-02-04 20:00:00,-44.71,-9.97
crypto,BNB,BNB Coin,2023-10-26,44736.76,48571.65,50941.69,44600.49,2719611.33,85941832843.82,Crypto,BINANCE,US,USD,2023-10-26 18:00:00,3834.89,8.57
stock,AMZN,AMZN Inc,2024-01-31,8780.99,9318.76,9732.71,8715.7,4334236.12,1534232765663.5,Retail,NASDAQ,US,USD,2024-01-31 17:00:00,537.77,6.12
crypto,ADA,ADA Coin,2024-04-22,4887.98,4438.53,5072.07,4311.0,9955497.1,304676184451.28,Crypto,COINBASE,Global,USD,2024-04-22 21:00:00,-449.46,-9.2
crypto,BNB,BNB Coin,2023-08-27,42782.83,42611.55,44552.22,42221.93,9160004.02,43415415262.94,Crypto,BINANCE,US,USD,2023-08-27 14:00:00,-171.28,-0.4
crypto,SOL,SOL Coin,2024-03-23,47490.47,44181.97,47685.11,42926.35,8283401.36,122650754458.01,Crypto,BINANCE,Global,USD,2024-03-23 23:00:00,-3308.5,-6.97
crypto,SOL,SOL Coin,2023-10-17,41466.04,43370.88,43825.04,41360.06,608750.91,192001346600.21,Crypto,BINANCE,US,USD,2023-10-17 05:00:00,1904.84,4.59
stock,AAPL,AAPL Inc,2023-12-24,15229.13,15229.58,15551.19,14598.52,3582110.52,2695856325555.95,Retail,NYSE,US,USD,2023-12-24 10:00:00,0.45,0.0
crypto,ETH,ETH Coin,2023-05-10,10202.28,9563.74,10451.74,9467.11,5690131.37,81209102335.65,Crypto,BINANCE,US,USD,2023-05-10 03:00:00,-638.55,-6.26
crypto,ADA,ADA Coin,2023-05-04,31830.86,33036.23,34138.99,30954.65,6893698.88,357816602477.58,Crypto,COINBASE,US,USD,2023-05-04 11:00:00,1205.37,3.79
crypto,BTC,BTC Coin,2024-03-10,42993.98,45382.82,45939.29,42495.31,127413.37,32534559855.24,Crypto,COINBASE,US,USD,2024-03-10 10:00:00,2388.84,5.56
crypto,ADA,ADA Coin,2023-09-19,3266.21,3449.27,3579.63,3235.78,45812.45,90812396129.95,Crypto,exchange_empty,US,USD,2023-09-19 00:00:00,183.06,5.6
crypto,BTC,BTC Coin,2023-06-26,35244.76,32815.7,36389.85,31312.92,1814077.24,202986927037.97,Crypto,COINBASE,US,USD,2023-06-26 08:00:00,-2429.06,-6.89
crypto,SOL,SOL Coin,2024-04-30,32681.72,30367.0,32984.39,29159.07,2387769.35,192939741922.87,Crypto,COINBASE,Global,USD,2024-04-30 21:00:00,-2314.72,-7.08
crypto,ADA,ADA Coin,2024-01-27,19763.5,20371.39,20817.55,19542.13,7192965.79,94488770167.89,Crypto,BINANCE,Global,USD,2024-01-27 01:00:00,607.88,3.08
crypto,BNB,BNB Coin,2023-09-13,2451.59,2636.9,2647.43,2347.2,222310.62,54978131049.38,Crypto,COINBASE,US,USD,2023-09-13 07:00:00,185.31,7.56
stock,TSLA,TSLA Inc,2023-07-21,29122.7,31958.69,33375.95,28264.81,3716486.82,1888725732242.98,Retail,NASDAQ,Global,USD,2023-07-21 13:00:00,2835.99,9.74
stock,MSFT,MSFT Inc,2024-01-12,7628.82,7076.62,7679.28,6763.17,2405879.91,897587582497.16,Technology,NYSE,Global,USD,2024-01-12 09:00:00,-552.2,-7.24
crypto,SOL,SOL Coin,2023-03-16,48079.33,48833.92,51245.33,46570.76,4576808.7,126134108973.68,Crypto,COINBASE,US,USD,2023-03-16 00:00:00,754.59,1.57
crypto,ETH,ETH Coin,2024-04-21,9152.55,8499.36,9585.05,8493.76,450050.06,133208570370.29,Crypto,BINANCE,Global,USD,2024-04-21 09:00:00,-653.19,-7.14
crypto,BTC,BTC Coin,2024-07-06,21181.97,19853.15,21567.35,18988.65,4565661.06,64386620519.05,Crypto,BINANCE,Global,USD,2024-07-06 06:00:00,-1328.81,-6.27
crypto,ADA,ADA Coin,2023-07-11,17601.73,16173.57,17978.52,16160.03,3289001.64,112319373386.86,Crypto,COINBASE,Global,USD,2023-07-11 22:00:00,-1428.16,-8.11
crypto,BNB,BNB Coin,2023-07-05,42161.53,45973.42,47789.62,41443.93,8565987.86,351189563562.76,Crypto,BINANCE,US,USD,2023-07-05 21:00:00,3811.89,9.04
stock,MSFT,MSFT Inc,2024-06-07,23146.9,25411.86,26389.71,23103.01,7796563.93,236177595165.48,AI,NASDAQ,US,USD,2024-06-07 19:00:00,2264.95,9.79
crypto,BTC,BTC Coin,2023-12-05,35329.42,37170.09,38142.42,35195.58,8250564.07,350578377139.65,Crypto,COINBASE,Global,USD,2023-12-05 16:00:00,1840.68,5.21
crypto,ADA,ADA Coin,2024-07-29,33653.72,32338.4,33713.68,32234.36,5861617.37,338334561437.92,Crypto,BINANCE,Global,USD,2024-07-29 07:00:00,-1315.32,-3.91
crypto,ETH,ETH Coin,2024-01-10,7465.26,7957.26,8290.08,7396.03,6451181.84,122766473603.52,Crypto,BINANCE,Global,USD,2024-01-10 19:00:00,492.0,6.59
stock,MSFT,MSFT Inc,2023-10-19,15210.47,13715.45,15844.45,13089.64,6307919.23,1104386008899.71,Finance,NYSE,US,USD,2023-10-19 03:00:00,-1495.02,-9.83
crypto,BTC,BTC Coin,2024-06-01,26339.2,28587.06,28632.25,26040.77,521471.93,204109604001.83,Crypto,COINBASE,US,USD,2024-06-01 02:00:00,2247.86,8.53
crypto,ADA,ADA Coin,2023-09-12,21496.59,19618.11,22344.78,19156.65,291358.79,20070674344.47,Crypto,exchange_empty,Global,USD,2023-09-12 08:00:00,-1878.48,-8.74
crypto,BNB,BNB Coin,2023-08-31,30637.3,32512.99,33224.7,29954.98,7998494.71,20997771160.36,Crypto,exchange_empty,Global,USD,2023-08-31 00:00:00,1875.69,6.12
crypto,SOL,SOL Coin,2024-07-17,11245.76,11500.04,11861.3,11096.26,6209121.0,246149938746.52,Crypto,BINANCE,Global,USD,2024-07-17 02:00:00,254.27,2.26
crypto,ETH,ETH Coin,2023-04-22,9872.44,10763.12,11052.83,9710.51,995516.51,387850641530.92,Crypto,COINBASE,Global,USD,2023-04-22 12:00:00,890.67,9.02
stock,MSFT,MSFT Inc,2023-12-13,38471.26,40063.29,40143.69,37599.11,883693.65,1147922064720.54,Finance,NASDAQ,Global,USD,2023-12-13 05:00:00,1592.03,4.14
crypto,SOL,SOL Coin,2023-06-18,44865.86,40568.43,46792.06,40405.0,3536128.68,398363289525.37,Crypto,COINBASE,US,USD,2023-06-18 17:00:00,-4297.43,-9.58
stock,GOOGL,GOOGL Inc,2024-07-05,22110.77,22797.23,23185.14,21361.83,4244914.45,2161309948592.82,Retail,NASDAQ,Global,USD,2024-07-05 08:00:00,686.46,3.1
stock,TSLA,TSLA Inc,2024-08-22,41558.64,40301.05,42390.12,40087.57,4966741.52,445247598370.98,AI,NASDAQ,US,USD,2024-08-22 12:00:00,-1257.58,-3.03
crypto,ETH,ETH Coin,2024-04-09,47825.34,51524.41,51960.99,46565.66,9712990.98,219980294193.59,Crypto,BINANCE,Global,USD,2024-04-09 22:00:00,3699.07,7.73
stock,AAPL,AAPL Inc,2024-06-04,18584.94,17451.37,18691.17,17224.77,7700534.66,1123375231703.52,Automotive,NYSE,Global,USD,2024-06-04 15:00:00,-1133.57,-6.1
stock,MSFT,MSFT Inc,2024-01-08,38673.18,36688.1,38750.75,36661.39,3405166.5,2907348760873.97,Retail,NYSE,Global,USD,2024-01-08 12:00:00,-1985.07,-5.13
stock,GOOGL,GOOGL Inc,2023-07-07,45298.7,46069.68,46564.64,45047.51,9933615.19,942794911872.94,Technology,NYSE,US,USD,2023-07-07 20:00:00,770.98,1.7
crypto,BNB,BNB Coin,2023-06-14,43113.96,42169.9,44243.7,41990.29,9733818.58,39238031654.58,Crypto,COINBASE,US,USD,2023-06-14 00:00:00,-944.06,-2.19
stock,MSFT,MSFT Inc,2023-12-31,10650.41,9756.88,10949.58,9275.67,4119571.08,793870092122.31,Finance,NASDAQ,Global,USD,2023-12-31 13:00:00,-893.53,-8.39
stock,TSLA,TSLA Inc,2024-02-15,20267.24,18402.38,21113.61,17675.24,3283758.79,229418209789.51,Technology,NYSE,Global,USD,2024-02-15 04:00:00,-1864.86,-9.2
stock,AMZN,AMZN Inc,2023-05-02,37315.84,35218.98,37449.99,34718.29,3907634.8,2611443509853.11,AI,NYSE,US,USD,2023-05-02 15:00:00,-2096.86,-5.62
stock,GOOGL,GOOGL Inc,2024-08-05,22270.29,21584.37,22772.71,21313.01,9022300.65,2300579197363.48,Automotive,NASDAQ,Global,USD,2024-08-05 08:00:00,-685.91,-3.08
stock,AMZN,AMZN Inc,2023-07-29,26210.34,23761.43,26824.19,23625.14,3616541.07,158803917799.84,Technology,NASDAQ,Global,USD,2023-07-29 05:00:00,-2448.91,-9.34
crypto,BNB,BNB Coin,2024-01-15,31534.12,34272.26,35569.75,30120.5,2312282.52,373317916326.85,Crypto,COINBASE,US,USD,2024-01-15 17:00:00,2738.14,8.68
crypto,ETH,ETH Coin,2023-10-12,8513.64,8504.98,8714.3,8486.38,4337845.1,160697329560.48,Crypto,BINANCE,US,USD,2023-10-12 05:00:00,-8.66,-0.1
crypto,BNB,BNB Coin,2024-03-05,47096.11,50647.05,51175.47,45909.36,3478050.08,315322587693.76,Crypto,exchange_empty,Global,USD,2024-03-05 23:00:00,3550.94,7.54
stock,TSLA,TSLA Inc,2023-06-08,18046.73,19224.68,19659.29,17616.95,9824491.12,1205577498460.27,Finance,NASDAQ,US,USD,2023-06-08 13:00:00,1177.94,6.53
stock,AAPL,AAPL Inc,2023-08-12,24403.0,25740.59,25935.14,23929.01,2395408.33,189338023852.63,Retail,NASDAQ,Global,USD,2023-08-12 06:00:00,1337.59,5.48
crypto,BTC,BTC Coin,2023-04-29,16361.71,15802.35,16851.09,15157.27,2849601.5,347624624723.7,Crypto,BINANCE,Global,USD,2023-04-29 06:00:00,-559.37,-3.42
